dataset,hop,mode,label_source,question,gold_answer_count,output_answer_count,final_answer_em,final_answer_f1,gold_any_in_context,gold_all_in_context,gold_any_in_graph,gold_all_in_graph,gold_any_in_retrieval,gold_all_in_retrieval,evidence_count,evidence_support_ratio,unsupported_evidence_count,has_unsupported_evidence,failure_mode
GraphRAG Gold,1,graphrag,gold,"the movie [The Wheeler Dealers], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote the screenplay for [Afghan Luke],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,describe the movie [Oxygen] in a few words,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movie did [Silvia Richards] write,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for [Freebie and the Bean],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which topics is [Lionheart] about,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the language spoken in [Ginger and Fred],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote the movie [Sudden Fear],3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed the film [Alien Autopsy],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the rating of [Sweet Dreams],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies did [Carol Doyle] write,2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Lori Singer] appears in which movies,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was [Gary Sinise] the director of,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [The Blue Max] starred who,4,4,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which words describe film [Dirty Work],3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what genre of movie is [Timber Falls],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film did [Hall Caine] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Hop] starred who,3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the writer of [Billy Rose's Jumbo],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person directed [The Young One],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [Everybody's Fine],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the language spoken in [The World of Kanako],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is listed as director for [The Gazebo],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release year of [The Man],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Christopher McDonald] star in,5,5,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film did [Lea Tafuri] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film did [Philippe Mora] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [Roll Bounce] directed by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"the movie [Sorry, Haters], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote the movie [Queen to Play],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is a film written by [Derek Cianfrance],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [After...] released,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which topics is movie [Felicia's Journey] about,3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what sort of movie is [Prom Night in Mississippi],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Nineteen Eighty-Four] was written by who,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which films did [Rupert Hughes] direct,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [Man's Castle],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the main language in [Russian Dolls],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what year was the film [Black Dynamite] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for the film [Any Which Way You Can],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the language spoken in the movie [Battlefield Baseball],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [Batman Begins] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Alisan Porter] act in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote [Follow Me Quietly],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Christian Meier] appear in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Katia Winter] appear in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is listed as director for [Too Beautiful for You],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movies was [William L. Stuart] the writer of,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the director of [Return to Sender] was who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [Somebody Up There Likes Me],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"the movie [The Secret Lives of Dentists], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Bear's Kiss] starred who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Takashi Tachibana] appear in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release date of the film [Dance of the Dead],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release date of the film [Case 39],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Michel Boisrond] was the director of which films,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what type of movie is [The Covenant],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote the film [Desert Flower],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the director of [The Triumph of Love],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Steven Keats] appear in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Catwoman] starred which actors,4,4,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"the movie [Geronimo], when was it released",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Stephanie Buttle] appears in which movies,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote [The Docks of New York],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which film did [Xavier Giannoli] write,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what year was the movie [Chad Hanna] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movie did [Zafar Hai] write the story for,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the writer of [The Bad Sleep Well],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for the movie [A Dangerous Man],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who's the writer of [One Week],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies was [Louis M. Heyward] the writer of,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release year of the film [The Outside Man],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Sin City] starred which actors,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Rajinikanth] appears in which movies,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who wrote the screenplay for [Stuck in Love],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release date of the film [I Saw What You Did],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was [Shoot on Sight] directed by,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Americano] starred who,3,3,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre for the film [Josie and the Pussycats],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director for [The Eiger Sanction],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which films did [Peter Fonda] direct,2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which words describe [Happenstance],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who was the writer of [Shoot the Moon],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you give a few words describing [The Big Sleep],2,2,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release year of [Which Way Is Up?],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who are the actors in [Legend of the Lost],3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Gabriela] starred which actors,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the rating of [The Trip to Bountiful],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is listed as director for [Tomboy],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what kind of movie is [Fiston],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [Trapped Ashes],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film genre is [Libertarias],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the primary language in [The Adversary],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the film [Quantum of Solace] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,describe [My Cousin Rachel] in a few words,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [The Talk of the Town],4,4,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who starred in [Bubble Boy],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what film did [Blake Edwards] write,22,22,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which movie did [Tuomas Holopainen] write,1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what words describe film [The Delta Force],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you give a few words describing what [The Conjuring] is about,11,11,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [Man with the Screaming Brain],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was [Black Widow] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies did [Joss Ackland] act in,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what kind of film is [The Hurt Locker],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed [Stardom],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which film did [Frank Ryan] write the story for,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what is the genre of the film [Beyond Borders],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what kind of film is [The Serpent and the Rainbow],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who directed the movie [Things You Can Tell Just by Looking at Her],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Albert Austin] directed which movies,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who starred in [The Busher],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [Conquest] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [The Boy and the Pirates],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies can be described by [postwar],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films does [Max Gail] appear in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Frank Welker] star in,2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you give a few words describing what [Guilty by Suspicion] is about,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what films did [Alexis Georgoulis] star in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [Thief of Hearts],4,4,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who in the world wrote [The Black Swan],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director for [The Last Voyage],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person wrote the movie [The Day After],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,can you give a few words describing [Gabriel Over the White House],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the author of [Wonderland],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what sort of movie is [The Saint in London],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release year of the film [Home Alone],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Hugh Hudson] directed which movies,5,5,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what movies can be described with [radio dj],1,1,1.0,1.0,True,True,True,True,False,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,[Srihari] appears in which movies,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what does [Alex Riddell] act in,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,"what is popular opinion about [Alexander and the Terrible, Horrible, No Good, Very Bad Day]",1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the movie [Lions for Lambs] starred who,3,3,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,what was the release date of the film [Ernest in the Army],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who acted in [No End],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which words describe [Melancholia],6,6,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,the film [Affluenza] was directed by who,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which screenwriter wrote the script for [The Nativity],2,2,1.0,1.0,True,True,True,True,True,False,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,which person directed [Kabhi Khushi Kabhie Gham...],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who starred in [The Egyptian],2,2,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,who is the director that directed [Clash by Night],1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,when was the movie [The Living and the Dead] released,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
GraphRAG Gold,1,graphrag,gold,describe [Room for One More] in a few words,1,1,1.0,1.0,True,True,True,True,True,True,0,,0,False,correct grounded answer
